category	path	line	source_line	bypass_risk
lf_generation	Relico/LF/MultiStorePayloadDispatch.lean	250	Payload-aware generated LF multi-reaction dispatch.	candidate
lf_generation	Relico/LF/MultiStorePayloadSemantics.lean	1	import Relico.LF.MultiStorePayloadSyntax	candidate
lf_generation	Relico/LF/MultiStorePayloadSemantics.lean	2	import Relico.LF.State	candidate
lf_generation	Relico/LF/MultiStorePayloadSyntax.lean	3	import Relico.LF.MultiStoreSyntax	candidate
lf_generation	Relico/LF/MultiStoreReactionScheduling.lean	1	import Relico.LF.MultiStoreSyntax	candidate
lf_generation	Relico/LF/MultiStoreReactionScheduling.lean	2	import Relico.LF.Scheduling	candidate
lf_generation	Relico/LF/MultiStoreSemantics.lean	1	import Relico.LF.MultiStoreWellFormed	candidate
lf_generation	Relico/LF/MultiStoreSemantics.lean	2	import Relico.LF.StoreEvaluation	candidate
lf_generation	Relico/LF/MultiStoreSemantics.lean	3	import Relico.LF.StoreState	candidate
lf_generation	Relico/LF/MultiStoreSemantics.lean	4	import Relico.LF.Semantics	candidate
lf_generation	Relico/LF/MultiStoreSemantics.lean	12	Small-step generated-LF semantics over a finite state store with	candidate
lf_generation	Relico/LF/MultiStoreSyntax.lean	1	import Relico.LF.StoreSyntax	candidate
lf_generation	Relico/LF/MultiStoreSyntax.lean	9	A generated LF reactor with finite state and ordered finite lists of	candidate
lf_generation	Relico/LF/MultiStoreSyntax.lean	33	A complete generated LF program with one finite-state reactor and	candidate
lf_generation	Relico/LF/MultiStoreWellFormed.lean	1	import Relico.LF.MultiStoreSyntax	candidate
lf_generation	Relico/LF/MultiStoreWellFormed.lean	2	import Relico.LF.StoreWellFormed	candidate
lf_generation	Relico/LF/MultiStoreWellFormed.lean	26	Structural validity of a generated LF statement for finite reactor	candidate
lf_generation	Relico/LF/PayloadCppPrinter.lean	1	import Relico.LF.CppPrinter	candidate
lf_generation	Relico/LF/PayloadCppPrinter.lean	2	import Relico.LF.PayloadSyntax	candidate
lf_generation	Relico/LF/PayloadExpression.lean	2	import Relico.LF.Evaluation	candidate
lf_generation	Relico/LF/PayloadExpression.lean	10	Expressions available in the generated payload-aware LF fragment.	candidate
lf_generation	Relico/LF/PayloadMachine.lean	1	import Relico.LF.PayloadSemantics	candidate
lf_generation	Relico/LF/PayloadMachine.lean	9	A finite execution of the additive generated-LF payload-scheduling	candidate
lf_generation	Relico/LF/PayloadSemantics.lean	1	import Relico.LF.Evaluation	candidate
lf_generation	Relico/LF/PayloadSemantics.lean	2	import Relico.LF.PayloadSyntax	candidate
lf_generation	Relico/LF/PayloadSemantics.lean	3	import Relico.LF.State	candidate
lf_generation	Relico/LF/PayloadSemantics.lean	47	Small-step generated-LF semantics for integer-payload scheduling.	candidate
lf_generation	Relico/LF/PayloadSyntax.lean	1	import Relico.LF.Syntax	candidate
lf_generation	Relico/LF/PayloadSyntax.lean	9	Additive generated-LF statement syntax for one integer action payload.	candidate
lf_generation	Relico/LF/PendingNotPast.lean	4	Ordinary generated-LF scheduler consistency.	candidate
lf_generation	Relico/LF/PendingNotPast.lean	24	import Relico.LF.MultiStoreDispatchSemantics	candidate
lf_generation	Relico/LF/PendingNotPast.lean	25	import Relico.LF.MultiStoreSemantics	candidate
lf_generation	Relico/LF/PendingNotPast.lean	289	Every ordinary generated-LF statement step preserves pending-not-past.	candidate
lf_generation	Relico/LF/PendingNotPast.lean	374	Every ordinary generated-LF dispatch establishes pending-not-past in its	candidate
lf_generation	Relico/LF/PriorityTimingInvariant.lean	2	import Relico.LF.MultiStoreDispatchSemantics	candidate
lf_generation	Relico/LF/PriorityTimingInvariant.lean	3	import Relico.LF.MultiStoreSemantics	candidate
lf_generation	Relico/LF/PriorityTimingInvariant.lean	150	Runtime timing invariant for the priority-sensitive generated-LF	candidate
lf_generation	Relico/LF/Scheduling.lean	2	import Relico.LF.State	candidate
lf_generation	Relico/LF/Semantics.lean	1	import Relico.LF.Evaluation	candidate
lf_generation	Relico/LF/Semantics.lean	9	Labels for the first generated-LF transition rules.	candidate
lf_generation	Relico/LF/Semantics.lean	24	generated LF subset.	candidate
lf_generation	Relico/LF/State.lean	1	import Relico.LF.Syntax	candidate
lf_generation	Relico/LF/State.lean	101	Runtime state for the generated LF subset in vertical slice v0.	candidate
lf_generation	Relico/LF/StoreCppPrinter.lean	1	import Relico.LF.CppPrinter	candidate
lf_generation	Relico/LF/StoreCppPrinter.lean	2	import Relico.LF.StoreSyntax	candidate
lf_generation	Relico/LF/StoreDispatchSemantics.lean	1	import Relico.LF.Scheduling	candidate
lf_generation	Relico/LF/StoreDispatchSemantics.lean	2	import Relico.LF.StoreState	candidate
lf_generation	Relico/LF/StoreDispatchSemantics.lean	10	Dispatch semantics for a pending generated-LF logical action over a	candidate
lf_generation	Relico/LF/StoreEvaluation.lean	2	import Relico.LF.Evaluation	candidate
lf_generation	Relico/LF/StoreEvaluation.lean	3	import Relico.LF.WellFormed	candidate
lf_generation	Relico/LF/StoreEvaluation.lean	12	Evaluate a generated LF expression in a finite state-variable store.	candidate
lf_generation	Relico/LF/StoreInitialization.lean	2	import Relico.LF.Initialization	candidate
lf_generation	Relico/LF/StoreInitialization.lean	3	import Relico.LF.StoreState	candidate
lf_generation	Relico/LF/StoreInitialization.lean	4	import Relico.LF.StoreSyntax	candidate
lf_generation	Relico/LF/StoreInitialization.lean	12	Construct the initial generated-LF finite store from reactor-state	candidate
lf_generation	Relico/LF/StoreInitialization.lean	28	The finite-store generated-LF runtime state at startup-reaction entry.	candidate
lf_generation	Relico/LF/StoreMachineSemantics.lean	1	import Relico.LF.StoreDispatchSemantics	candidate
lf_generation	Relico/LF/StoreMachineSemantics.lean	2	import Relico.LF.StoreSemantics	candidate
lf_generation	Relico/LF/StoreMachineSemantics.lean	10	Labels for the combined generated-LF store machine semantics.	candidate
lf_generation	Relico/LF/StoreMachineSemantics.lean	28	Combined one-step generated-LF semantics over a finite reactor-state	candidate
lf_generation	Relico/LF/StoreMachineTraceSemantics.lean	1	import Relico.LF.StoreMachineSemantics	candidate
lf_generation	Relico/LF/StoreMachineTraceSemantics.lean	9	A finite execution of the combined generated-LF store machine.	candidate
lf_generation	Relico/LF/StoreModelWellFormed.lean	1	import Relico.LF.StoreSyntax	candidate
lf_generation	Relico/LF/StoreModelWellFormed.lean	2	import Relico.LF.StoreWellFormed	candidate
lf_generation	Relico/LF/StoreModelWellFormed.lean	11	Structural validity of a generated finite-store LF reactor.	candidate
lf_generation	Relico/LF/StoreModelWellFormed.lean	72	Structural validity of a complete generated finite-store LF program.	candidate
lf_generation	Relico/LF/StoreSemantics.lean	1	import Relico.LF.Semantics	candidate
lf_generation	Relico/LF/StoreSemantics.lean	2	import Relico.LF.StoreEvaluation	candidate
lf_generation	Relico/LF/StoreSemantics.lean	3	import Relico.LF.StoreState	candidate
lf_generation	Relico/LF/StoreSemantics.lean	11	Small-step generated-LF semantics over a finite reactor-state store.	candidate
lf_generation	Relico/LF/StoreSemantics.lean	143	Every generated-LF store step preserves coverage of the declared	candidate
lf_generation	Relico/LF/StoreState.lean	2	import Relico.LF.State	candidate
lf_generation	Relico/LF/StoreState.lean	10	Store-backed runtime state for the generated LF subset.	candidate
lf_generation	Relico/LF/StoreSyntax.lean	1	import Relico.LF.Syntax	candidate
lf_generation	Relico/LF/StoreSyntax.lean	9	One generated LF reactor-state declaration together with its initial	candidate
lf_generation	Relico/LF/StoreSyntax.lean	32	A generated LF reactor containing an arbitrary finite list of state	candidate
lf_generation	Relico/LF/StoreSyntax.lean	54	A complete generated LF program using finite reactor-state	candidate
lf_generation	Relico/LF/StoreTrace.lean	1	import Relico.LF.StoreSemantics	candidate
lf_generation	Relico/LF/StoreTrace.lean	2	import Relico.LF.StoreWellFormed	candidate
lf_generation	Relico/LF/StoreTrace.lean	10	A finite execution of the generated-LF store statement semantics.	candidate
lf_generation	Relico/LF/StoreWellFormed.lean	2	import Relico.LF.StoreEvaluation	candidate
lf_generation	Relico/LF/StoreWellFormed.lean	3	import Relico.LF.WellFormed	candidate
lf_generation	Relico/LF/StoreWellFormed.lean	13	A generated LF expression is well formed for a declaration list when	candidate
lf_generation	Relico/LF/StoreWellFormed.lean	47	A well-formed generated LF expression evaluates successfully in every	candidate
lf_generation	Relico/LF/StoreWellFormed.lean	105	A generated LF statement is well formed for multiple reactor-state	candidate
lf_generation	Relico/LF/Syntax.lean	11	Expressions supported by the generated LF subset in vertical slice v0.	candidate
lf_generation	Relico/LF/Syntax.lean	19	Statements supported inside generated LF reactions.	candidate
lf_generation	Relico/LF/Syntax.lean	38	Triggers supported by the generated LF subset.	candidate
lf_generation	Relico/LF/Syntax.lean	46	A reaction in the generated LF subset.	candidate
lf_generation	Relico/LF/Syntax.lean	77	A complete generated LF program in vertical slice v0.	candidate
lf_generation	Relico/LF/TraceSemantics.lean	1	import Relico.LF.Semantics	candidate
lf_generation	Relico/LF/TraceSemantics.lean	9	A finite sequence of generated-LF statement-level transitions.	candidate
lf_generation	Relico/LF/WellFormed.lean	1	import Relico.LF.Syntax	candidate
lf_generation	Relico/LF/WellFormed.lean	65	Structural well-formedness of a reactor in the generated LF subset.	candidate
lf_generation	Relico/LF/WellFormed.lean	107	Structural well-formedness of a complete generated LF program.	candidate
lf_generation	Relico/Tests/BoundPayloadDispatch.lean	3	import Relico.LF.BoundPayloadDispatch	candidate
lf_generation	Relico/Tests/DetailedBoundPayloadSemantics.lean	2	import Relico.LF.DetailedBoundPayloadSemantics	candidate
lf_generation	Relico/Tests/DetailedMultiStorePayloadSemantics.lean	2	import Relico.LF.DetailedMultiStorePayloadSemantics	candidate
lf_generation	Relico/Tests/DetailedMultiStorePayloadWeakSemantics.lean	2	import Relico.LF.DetailedMultiStorePayloadWeakSemantics	candidate
lf_generation	Relico/Tests/DirectLFBackwardDispatchRuntime.lean	10	Every ordinary generated-LF dispatch reconstructs an ordinary DTR dispatch	candidate
lf_generation	Relico/Tests/DirectLFDispatchSelection.lean	61	A concrete generated-LF occurrence selected for dispatch determines a	candidate
lf_generation	Relico/Tests/DirectLFForwardDispatchRuntime.lean	11	generated-LF dispatch of the corresponding compiled reaction.	candidate
lf_generation	Relico/Tests/DirectLFStatementBackward.lean	10	Every ordinary generated-LF multiple-message-server statement step can be	candidate
lf_generation	Relico/Tests/DirectLFStatementForward.lean	32	ordinary generated-LF statement step.	candidate
lf_generation	Relico/Tests/DispatchCorrectness.lean	10	def generatedLFDispatchTarget :	candidate
lf_generation	Relico/Tests/DispatchCorrectness.lean	17	theorem generatedLFDispatchStep :	candidate
lf_generation	Relico/Tests/DispatchCorrectness.lean	22	generatedLFDispatchTarget := by	candidate
lf_generation	Relico/Tests/DispatchCorrectness.lean	26	generatedLFDispatchTarget,	candidate
lf_generation	Relico/Tests/DispatchCorrectness.lean	167	generatedLFDispatchTarget := by	candidate
lf_generation	Relico/Tests/DispatchCorrectness.lean	171	generatedLFDispatchStep	candidate
lf_generation	Relico/Tests/DispatchSemantics.lean	2	import Relico.LF.DispatchSemantics	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	266	_root_.Relico.LF.GlobalMultiStorePayloadInitialization.initializeGlobalMultiStorePayloadState	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	270	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	275	_root_.Relico.LF.GlobalMultiStorePayloadInitialization.initializeGlobalMultiStorePayloadState	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	279	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	284	_root_.Relico.LF.GlobalMultiStorePayloadInitialization.initializeGlobalMultiStorePayloadState	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	288	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	307	_root_.Relico.LF.GlobalMultiStorePayloadInitialization.initializeGlobalMultiStorePayloadState	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	337	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	348	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	369	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	384	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	402	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	419	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	436	(_root_.Relico.LF.GlobalMultiStorePayloadInitialization.startupStateFromEntries	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadInitialization.lean	446	theorem translated_two_actor_model_wellFormed :	candidate
lf_generation	Relico/Tests/GlobalMultiStorePayloadOneStep.lean	2	import Relico.LF.GlobalMultiStorePayloadOneStep	candidate
lf_generation	Relico/Tests/LFPendingNotPast.lean	1	import Relico.LF.PendingNotPast	candidate
lf_generation	Relico/Tests/MachineCorrectness.lean	93	theorem generatedLFDispatchMachineStep :	candidate
lf_generation	Relico/Tests/MachineCorrectness.lean	99	generatedLFDispatchTarget := by	candidate
lf_generation	Relico/Tests/MachineCorrectness.lean	103	generatedLFDispatchStep	candidate
lf_generation	Relico/Tests/MachineCorrectness.lean	118	generatedLFDispatchTarget := by	candidate
lf_generation	Relico/Tests/MachineCorrectness.lean	122	generatedLFDispatchMachineStep	candidate
